name,alt,number,img_url
サメハダー,サメハダー,item319,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1d4004dd0c1e8eb9c283f5bcd9c70314.png
メガサメハダー,メガサメハダー,item319-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c9b738b733bffab12ae25b2b48fbc6ba.png
ホエルコ,ホエルコ,item320,https://zukan.pokemon.co.jp/zukan-api/up/images/index/96ccdab26b7c799dbe331dafdb1fef07.png
ホエルオー,ホエルオー,item321,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4a0e97e308434187724ad7f2f43c1e8c.png
ドンメル,ドンメル,item322,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a6ec25463fdfcf2fa76e71413c4634af.png
バクーダ,バクーダ,item323,https://zukan.pokemon.co.jp/zukan-api/up/images/index/83433186aefc69541d711a25983367cd.png
メガバクーダ,メガバクーダ,item323-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fe4db2472cd999d441f621142132eba9.png
コータス,コータス,item324,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b60f28797e4c7de9f28606d1146c75d5.png
バネブー,バネブー,item325,https://zukan.pokemon.co.jp/zukan-api/up/images/index/cf9b6f487385e744bbdd788f1a9096fa.png
ブーピッグ,ブーピッグ,item326,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ead0b3005c2c59b1f95296a2df7cfd27.png
パッチール,パッチール,item327,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9dd0d7fb22a97c3b09f06619c783d48d.png
ナックラー,ナックラー,item328,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c1774ac2e4e0f8c66825d8a34eff3ab5.png
ビブラーバ,ビブラーバ,item329,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1ed1e7d440ae4cec0479a18f4521b4c6.png
フライゴン,フライゴン,item330,https://zukan.pokemon.co.jp/zukan-api/up/images/index/cac311c946686457ab4ade3120273032.png
サボネア,サボネア,item331,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0cca758e89787f0d03c7b35d7beb8bf0.png
ノクタス,ノクタス,item332,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ed5b2d3b1edc681ee3d591064dd329c7.png
チルット,チルット,item333,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d51b1b1e322a582648121c1e3297a811.png
チルタリス,チルタリス,item334,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ad298eaa651ff51bf77451cac5c0d844.png
メガチルタリス,メガチルタリス,item334-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6ab13a60a634f70362c7926b11efe621.png
ザングース,ザングース,item335,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c6da32526cb219242fdb79ccffc73d32.png
ハブネーク,ハブネーク,item336,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6a12de792dae81fb58e3241085d90204.png
ルナトーン,ルナトーン,item337,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a46cb26dc8aa411571c299248016c011.png
ソルロック,ソルロック,item338,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3c6f6715a1ac26828bc8d961e6d2d7ac.png
ドジョッチ,ドジョッチ,item339,https://zukan.pokemon.co.jp/zukan-api/up/images/index/32f35c15d22ea1dbdb95c26bc0fbc48d.png
ナマズン,ナマズン,item340,https://zukan.pokemon.co.jp/zukan-api/up/images/index/66d443832397382eb8210667e2c850eb.png
ヘイガニ,ヘイガニ,item341,https://zukan.pokemon.co.jp/zukan-api/up/images/index/54b8c5ba00801a1ac5766f87ccc38f4f.png
シザリガー,シザリガー,item342,https://zukan.pokemon.co.jp/zukan-api/up/images/index/36246505d0c7646575dadc4f78f55d43.png
ヤジロン,ヤジロン,item343,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6434936f33469cf50def22b6e904355f.png
ネンドール,ネンドール,item344,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d65753491fd908318874959d95e6f5e1.png
リリーラ,リリーラ,item345,https://zukan.pokemon.co.jp/zukan-api/up/images/index/cac8c4358ce9183f9c9a4aeb4e9524be.png
ユレイドル,ユレイドル,item346,https://zukan.pokemon.co.jp/zukan-api/up/images/index/665e67967783088cc0db7f8b9f5066c0.png
アノプス,アノプス,item347,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c26cb9a86efecead38fb7e895a1bfe2f.png
アーマルド,アーマルド,item348,https://zukan.pokemon.co.jp/zukan-api/up/images/index/21ebd87ee0350208e8e34d3151d0ab81.png
ヒンバス,ヒンバス,item349,https://zukan.pokemon.co.jp/zukan-api/up/images/index/8205435e8d531c991df945e35c8fa10e.png
ミロカロス,ミロカロス,item350,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a91c0c20f0177ea8f9ffc4a7c4fbb507.png
ポワルン,ポワルン,item351,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a5da596c43870fcf0fc51b16b54d33ca.png
カクレオン,カクレオン,item352,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1218aaf4859bec6038e8bdeae265278e.png
カゲボウズ,カゲボウズ,item353,https://zukan.pokemon.co.jp/zukan-api/up/images/index/25da90b1c503cb17cfb9f1b5f4df6301.png
ジュペッタ,ジュペッタ,item354,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7b894a0b98004632c70cd97202e00011.png
メガジュペッタ,メガジュペッタ,item354-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3e0dd45f70ed77cccd0d4a6916043d1e.png
ヨマワル,ヨマワル,item355,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3209f50d671ba14f1276b776c96ca17d.png
サマヨール,サマヨール,item356,https://zukan.pokemon.co.jp/zukan-api/up/images/index/495eb4d1602e695648042b1a3ceaa7c8.png
トロピウス,トロピウス,item357,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5518785cd7eb1d2cd676ebaade6bef0b.png
チリーン,チリーン,item358,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b0870ff4d85fe4a21b5800425b607e32.png
アブソル,アブソル,item359,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9dbc86604271539b2d96b6faf45af540.png
メガアブソル,メガアブソル,item359-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3160fc95cb4ac8b3829c7011452cd1a9.png
ソーナノ,ソーナノ,item360,https://zukan.pokemon.co.jp/zukan-api/up/images/index/312d6dae9b5a2fd873efd35e959638d4.png
ユキワラシ,ユキワラシ,item361,https://zukan.pokemon.co.jp/zukan-api/up/images/index/06d1aa49958c365d8f337396940871c1.png
オニゴーリ,オニゴーリ,item362,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ac0e0dd2902c0069f1b874bfec8ba24a.png
メガオニゴーリ,メガオニゴーリ,item362-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fbc3035271fdc11bc70b1e0ab753f57e.png
タマザラシ,タマザラシ,item363,https://zukan.pokemon.co.jp/zukan-api/up/images/index/47dd691556a8590e747c4973bc6b8a1e.png
トドグラー,トドグラー,item364,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2cfd992607d853ab89b04e02e8ab19ff.png
トドゼルガ,トドゼルガ,item365,https://zukan.pokemon.co.jp/zukan-api/up/images/index/773b28cc937800a9b8b664d75bd582f0.png
パールル,パールル,item366,https://zukan.pokemon.co.jp/zukan-api/up/images/index/694f1d83cb2eebfc7f2a0cb7c94d5046.png
ハンテール,ハンテール,item367,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1fbdc2ebca5a23f08de4915ebddc2bb6.png
サクラビス,サクラビス,item368,https://zukan.pokemon.co.jp/zukan-api/up/images/index/85ad2afaf1978b8bdfc8591d8d1aed47.png
ジーランス,ジーランス,item369,https://zukan.pokemon.co.jp/zukan-api/up/images/index/21baf6cbe306d57a5c6ca0f2039a52e3.png
ラブカス,ラブカス,item370,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6cd177746a29eff720e427400ce7315e.png
タツベイ,タツベイ,item371,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b9dac5e21b16f0eccd49c46e4efcfeb0.png
コモルー,コモルー,item372,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7419799d84b9a539e6564dc123c08f3b.png
ボーマンダ,ボーマンダ,item373,https://zukan.pokemon.co.jp/zukan-api/up/images/index/43d7cdd098164bbfda46595787b5c58b.png
メガボーマンダ,メガボーマンダ,item373-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b408f5c7de9a2e709cdf140d8a7ed919.png
ダンバル,ダンバル,item374,https://zukan.pokemon.co.jp/zukan-api/up/images/index/16f836850a506a13ff287d7d8c11a7a7.png
メタング,メタング,item375,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3726b3423458123a65d2f193b657a137.png
メタグロス,メタグロス,item376,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4c7fdf3db2783cc008f1939d90a5d5de.png
メガメタグロス,メガメタグロス,item376-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1b29620dbc2d33568d775f5338345bc9.png
レジロック,レジロック,item377,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d47735cdeda570fbeefbdac797443336.png
レジアイス,レジアイス,item378,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6a531162d923cdc9a1148d67d355720b.png
レジスチル,レジスチル,item379,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b8c656cfb6f0b266745fb3fdf0b1d052.png
ラティアス,ラティアス,item380,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e8173b7f4d4c10d5baf5d0ef477ffd2e.png
メガラティアス,メガラティアス,item380-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d3a16e4d6389213b2c7451887b50cc1a.png
ラティオス,ラティオス,item381,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3c835c622d28af3561ec91352c4bfe60.png
メガラティオス,メガラティオス,item381-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7fcbf66140371dba15107a205493198d.png
カイオーガ,カイオーガ,item382,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6d001554bf7937e00a5c47c552511ad7.png
ゲンシカイオーガ,ゲンシカイオーガ,item382-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c9224a4be67a4b75f925aaace2315b78.png
グラードン,グラードン,item383,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a313e509f2e3e8810c20f989e71f44f9.png
ゲンシグラードン,ゲンシグラードン,item383-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d3300ede641f425094f439c02ab9e562.png
レックウザ,レックウザ,item384,https://zukan.pokemon.co.jp/zukan-api/up/images/index/dd0178a4b69b68a72b439e6cbf4e1ca8.png
メガレックウザ,メガレックウザ,item384-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4707d42bfbc262ee19bf53c05f1417b9.png
ジラーチ,ジラーチ,item385,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c44e815eb2756f7d257798e85d100fbf.png
デオキシス（ノーマルフォルム）,デオキシス,item386,https://zukan.pokemon.co.jp/zukan-api/up/images/index/30c5fa5569d22889b7b4a5e0be7614b2.png
デオキシス（アタックフォルム）,デオキシス,item386-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d7f2c73b36f2b96b12b30cae5d7f7704.png
デオキシス（ディフェンスフォルム）,デオキシス,item386-2,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d66753e11864a4b696851b73f6ea2f35.png
デオキシス（スピードフォルム）,デオキシス,item386-3,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6e2ea3ba54a76fe60341b9c510caa007.png
ナエトル,ナエトル,item387,https://zukan.pokemon.co.jp/zukan-api/up/images/index/32127cad8601f37b6ad19e73e366af3a.png
ハヤシガメ,ハヤシガメ,item388,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0efb08489f37a506b6dab678894b31d2.png
ドダイトス,ドダイトス,item389,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ee4b0c5b4f1e7282f89145e8b7102e21.png
ヒコザル,ヒコザル,item390,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0079f3f62ef10ab8a2ba7dcb2b02e083.png
モウカザル,モウカザル,item391,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f656888310585252907f7f5ec58cbbef.png
ゴウカザル,ゴウカザル,item392,https://zukan.pokemon.co.jp/zukan-api/up/images/index/cb31e5b64dacc8c776100517df2caaa2.png
ポッチャマ,ポッチャマ,item393,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9b22846c3eb2a2967e6a4b644f85a0e4.png
ポッタイシ,ポッタイシ,item394,https://zukan.pokemon.co.jp/zukan-api/up/images/index/eb6f049dada5bc2c461780a6a82fd337.png
エンペルト,エンペルト,item395,https://zukan.pokemon.co.jp/zukan-api/up/images/index/551ee79fbdc8820fa9b4fec866b63557.png
ムックル,ムックル,item396,https://zukan.pokemon.co.jp/zukan-api/up/images/index/115300bc5f163124196ccf51cc864ffa.png
ムクバード,ムクバード,item397,https://zukan.pokemon.co.jp/zukan-api/up/images/index/550a076c8f97e338daf53ba465d98621.png
ムクホーク,ムクホーク,item398,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6b6d840f024ec1a88b87683da5ac5aac.png
ビッパ,ビッパ,item399,https://zukan.pokemon.co.jp/zukan-api/up/images/index/cfc4c7a75b02440ec84729e6f8315cb0.png
ビーダル,ビーダル,item400,https://zukan.pokemon.co.jp/zukan-api/up/images/index/70a2d407a67c156e6093a2a09ccdb8a6.png
コロボーシ,コロボーシ,item401,https://zukan.pokemon.co.jp/zukan-api/up/images/index/cc5d0df0d0f72f9b559f3670a6345dcb.png
コロトック,コロトック,item402,https://zukan.pokemon.co.jp/zukan-api/up/images/index/42c24d32cffb69ebb9ff56f791c8c475.png
コリンク,コリンク,item403,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4bed13295dcd358843ee1c06aebc8111.png
ルクシオ,ルクシオ,item404,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a962af14db2bc9c8bd2d0d5a53011650.png
レントラー,レントラー,item405,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e9dfafdc25e94612b3d579cc5055a37d.png
スボミー,スボミー,item406,https://zukan.pokemon.co.jp/zukan-api/up/images/index/be48259377b93cbb00afb44457ff282b.png
ロズレイド,ロズレイド,item407,https://zukan.pokemon.co.jp/zukan-api/up/images/index/760cfb6b917757f71c739d9bb1544a47.png
ズガイドス,ズガイドス,item408,https://zukan.pokemon.co.jp/zukan-api/up/images/index/565c989749d56d89d6ad2c9448614178.png
ラムパルド,ラムパルド,item409,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3662fd1c7b371b18ae94e2e51b6f9bad.png
タテトプス,タテトプス,item410,https://zukan.pokemon.co.jp/zukan-api/up/images/index/bd485317f0438bf3d28cc9fee3d33e16.png
トリデプス,トリデプス,item411,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ca8db6c57947b938ca2d88a3da9f4f11.png
ミノムッチ（くさきのミノ）,ミノムッチ,item412,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c951983f71195283d2747e9d12d42d77.png
ミノムッチ（すなちのミノ）,ミノムッチ,item412-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/87dca7361ee380933ff4c79c9bf38491.png
ミノムッチ（ゴミのミノ）,ミノムッチ,item412-2,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2e8d078fbbbd058d529e3a4223094aca.png
ミノマダム（くさきのミノ）,ミノマダム,item413,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0374e3e486eb43cc717c9b27f8bf5edd.png
ミノマダム（すなちのミノ）,ミノマダム,item413-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1e9c6d916fb652db4187fdf48d89a5ba.png
ミノマダム（ゴミのミノ）,ミノマダム,item413-2,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e4b8dfe5f4c2223d209aea95e4688e1d.png
ガーメイル,ガーメイル,item414,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ce209370f9044d579b8eaece333f213a.png
ミツハニー,ミツハニー,item415,https://zukan.pokemon.co.jp/zukan-api/up/images/index/db84b8ece87450995863fea0639d7c71.png
ビークイン,ビークイン,item416,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b361359b18a93e65006447242e67d898.png
パチリス,パチリス,item417,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7d90978b35091df6a8d260711916cc5f.png
ブイゼル,ブイゼル,item418,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4237366923df0bd3ea63e3c3e2bfc647.png
フローゼル,フローゼル,item419,https://zukan.pokemon.co.jp/zukan-api/up/images/index/eb3e094a23ae274fa3161f52c41ee7a6.png
チェリンボ,チェリンボ,item420,https://zukan.pokemon.co.jp/zukan-api/up/images/index/85e0013651c2ca8a25c351356f049274.png
チェリム（ネガフォルム）,チェリム,item421,https://zukan.pokemon.co.jp/zukan-api/up/images/index/831c4c3a79b6211dd7fa681990ea6cae.png
チェリム（ポジフォルム）,チェリム,item421-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/100ba0e6e61a6328cd5f7c49e5fbb8f8.png
カラナクシ（にしのうみ）,カラナクシ,item422,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b48f137c373159ac84c244c06dc6b225.png
カラナクシ（ひがしのうみ）,カラナクシ,item422-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fbba79b8c8eeffd5e9f86192675b3496.png
トリトドン（にしのうみ）,トリトドン,item423,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1068fb8d5438ac8f866679ffc14996d3.png
トリトドン（ひがしのうみ）,トリトドン,item423-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/01ef0959129f57bf55419cc79860b45e.png
エテボース,エテボース,item424,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d5e4071ad2eead97d72fd778875ee24b.png
フワンテ,フワンテ,item425,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ea087c35fd9be4c15edb869fa758c6d3.png
フワライド,フワライド,item426,https://zukan.pokemon.co.jp/zukan-api/up/images/index/645fa9192fe731c4a6ab127fd88fc356.png
ミミロル,ミミロル,item427,https://zukan.pokemon.co.jp/zukan-api/up/images/index/33c154f5ffdf71aa8f238618b930585c.png
ミミロップ,ミミロップ,item428,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e41eb11d521df454bad7b2cef73dcb93.png
メガミミロップ,メガミミロップ,item428-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/999831a773fba4c6bf9da87c9c845fce.png
ムウマージ,ムウマージ,item429,https://zukan.pokemon.co.jp/zukan-api/up/images/index/774596485f89a73fba845679825c2833.png
ドンカラス,ドンカラス,item430,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d1ae77cddb6685af0580703044a6a782.png
ニャルマー,ニャルマー,item431,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7c83a5b129f9fd3e19c55cf059b26cdb.png
ブニャット,ブニャット,item432,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6779f4220e5f2072cd45fe6ba526e3d8.png
リーシャン,リーシャン,item433,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9a37c24984c368569937a25c6850ee1a.png
スカンプー,スカンプー,item434,https://zukan.pokemon.co.jp/zukan-api/up/images/index/702241170c25c3d273d70828843443d1.png
スカタンク,スカタンク,item435,https://zukan.pokemon.co.jp/zukan-api/up/images/index/8037d493d9824945f786fec46f003ae3.png
ドーミラー,ドーミラー,item436,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e75765e5f934d45039289effc87946c3.png
ドータクン,ドータクン,item437,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0e40fe26795d95fb82ca67fa7acf63af.png
ウソハチ,ウソハチ,item438,https://zukan.pokemon.co.jp/zukan-api/up/images/index/04c91ad722fb966d45517c6bd27d3b92.png
マネネ,マネネ,item439,https://zukan.pokemon.co.jp/zukan-api/up/images/index/bbe7246d506e4c6437eb7e08a3716ed8.png
ピンプク,ピンプク,item440,https://zukan.pokemon.co.jp/zukan-api/up/images/index/96962290774c19df746d714291dc5075.png
ペラップ,ペラップ,item441,https://zukan.pokemon.co.jp/zukan-api/up/images/index/bdf0e0c7a7ab92609c1aac5f56fd63b1.png
ミカルゲ,ミカルゲ,item442,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ee595fe6b57f698ea1659a36872d3fde.png
フカマル,フカマル,item443,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ecd39ee4462c74a91656dfe5db337070.png
ガバイト,ガバイト,item444,https://zukan.pokemon.co.jp/zukan-api/up/images/index/8b981fc7e3f96bfc4d9fb09fc90f5e52.png
ガブリアス,ガブリアス,item445,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5167780516e5a5fbb9bb895abcdd2753.png
メガガブリアス,メガガブリアス,item445-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/17f1653d26e3fa309ced3d4dca7b3c6c.png
ゴンベ,ゴンベ,item446,https://zukan.pokemon.co.jp/zukan-api/up/images/index/60454ca486c3295bd75a43103d4febb1.png
リオル,リオル,item447,https://zukan.pokemon.co.jp/zukan-api/up/images/index/dc8a1684bf7311dadc690377ec83a737.png
ルカリオ,ルカリオ,item448,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5aa9e18c135b87e672dc2be364f84c00.png
メガルカリオ,メガルカリオ,item448-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/85373d39130f2a0e7fe8a2028de2d6e6.png
ヒポポタス,ヒポポタス,item449,https://zukan.pokemon.co.jp/zukan-api/up/images/index/62a4f32e38a6d4cb79fb02a2d957e675.png
カバルドン,カバルドン,item450,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5c4eaca284f80c5805502786e09478e7.png
スコルピ,スコルピ,item451,https://zukan.pokemon.co.jp/zukan-api/up/images/index/03fcc29c25834d06a4e762c30b7acb1e.png
ドラピオン,ドラピオン,item452,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2fcb569f6ed0190228cc2d339747a7e8.png
グレッグル,グレッグル,item453,https://zukan.pokemon.co.jp/zukan-api/up/images/index/057a106c6d14bf70b847acc8df93fcfb.png
ドクロッグ,ドクロッグ,item454,https://zukan.pokemon.co.jp/zukan-api/up/images/index/23c91094a6143b3f1bae07be3afa96f7.png
マスキッパ,マスキッパ,item455,https://zukan.pokemon.co.jp/zukan-api/up/images/index/64497c5d0c3d42ed824ac180beb082b5.png
ケイコウオ,ケイコウオ,item456,https://zukan.pokemon.co.jp/zukan-api/up/images/index/726477b0d6951ab290080e8e20d7c0e2.png
ネオラント,ネオラント,item457,https://zukan.pokemon.co.jp/zukan-api/up/images/index/dc09afc33aea25d00c646f64cf521b03.png
タマンタ,タマンタ,item458,https://zukan.pokemon.co.jp/zukan-api/up/images/index/097f91d0cb4d71d99c2d17cb89268b64.png
ユキカブリ,ユキカブリ,item459,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e796b920f656aced75bcc255e5ea242b.png
ユキノオー,ユキノオー,item460,https://zukan.pokemon.co.jp/zukan-api/up/images/index/bc07367b3c94c401063079ce42449c1d.png
メガユキノオー,メガユキノオー,item460-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/451d9cbea9f0cfaae05b7750ac9ea99b.png
マニューラ,マニューラ,item461,https://zukan.pokemon.co.jp/zukan-api/up/images/index/be290024bf1ff9f7b3ae299322d7bca2.png
ジバコイル,ジバコイル,item462,https://zukan.pokemon.co.jp/zukan-api/up/images/index/02bd80ad70d517a1425c2a004cf50995.png
ベロベルト,ベロベルト,item463,https://zukan.pokemon.co.jp/zukan-api/up/images/index/462a9cd0a9b46458bd780a885c7ff745.png
ドサイドン,ドサイドン,item464,https://zukan.pokemon.co.jp/zukan-api/up/images/index/50093797811337598a25116eecd69483.png
モジャンボ,モジャンボ,item465,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9c026537fc41932489e42dcbcc49c77f.png
エレキブル,エレキブル,item466,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c8dce827ce24227baf89fb462264d864.png
ブーバーン,ブーバーン,item467,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a2d39d64b70ff9dfc748f2fd4b5a29e8.png
トゲキッス,トゲキッス,item468,https://zukan.pokemon.co.jp/zukan-api/up/images/index/185ca48237ecd5f97c10a1d0ab15151a.png
メガヤンマ,メガヤンマ,item469,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4259a512b93c2de9a61ea6ff35b38e63.png
リーフィア,リーフィア,item470,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fd2ec4e10d42911308471b6ee7331d68.png
グレイシア,グレイシア,item471,https://zukan.pokemon.co.jp/zukan-api/up/images/index/58a1d7523c7f1712219cfd4209fb3e40.png
グライオン,グライオン,item472,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ae21b49209336baf3c182e61446cdd7e.png
マンムー,マンムー,item473,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ac2a4454d73b0d2ff598e4481bd85650.png
ポリゴンＺ,ポリゴンＺ,item474,https://zukan.pokemon.co.jp/zukan-api/up/images/index/09dc4ab602590be93be76485727a252f.png
エルレイド,エルレイド,item475,https://zukan.pokemon.co.jp/zukan-api/up/images/index/deae89bfa7ce9959fd26f07b8b58e81f.png
メガエルレイド,メガエルレイド,item475-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0c9627671144599da6421017b2e3531f.png
ダイノーズ,ダイノーズ,item476,https://zukan.pokemon.co.jp/zukan-api/up/images/index/16486ae78df97ea2a8784860cf4f5401.png
ヨノワール,ヨノワール,item477,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f55400b9140273fcbab4fead55147a5b.png
ユキメノコ,ユキメノコ,item478,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a453d4dae282df020c5d88b9cce612e0.png
ロトム,ロトム,item479,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d0434759b599891191b30fd7515ce5e2.png
ロトム（ヒートロトム）,ロトム,item479-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/abffeb96ab9f5a5b94ff5418083e5660.png
ロトム（ウォッシュロトム）,ロトム,item479-2,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d21b4463fd5aa8b5d8d9c6a65fb7cb66.png
ロトム（フロストロトム）,ロトム,item479-3,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6719714c1b238e5dd1e7312fd58ccb3f.png
ロトム（スピンロトム）,ロトム,item479-4,https://zukan.pokemon.co.jp/zukan-api/up/images/index/139648866231a7426672000afc66e781.png
ロトム（カットロトム）,ロトム,item479-5,https://zukan.pokemon.co.jp/zukan-api/up/images/index/28c6eb744fcc9b592499e3cc6e112731.png
ユクシー,ユクシー,item480,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a660329bffc89fc77cfca58df71e04c3.png
エムリット,エムリット,item481,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2042f7adbdfd753a8865683659845236.png
アグノム,アグノム,item482,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5e33af837ab15552a3c75f5f07ac963c.png
ディアルガ,ディアルガ,item483,https://zukan.pokemon.co.jp/zukan-api/up/images/index/997baaa74cd6b95edb0b66b096bb1d5c.png
ディアルガ（オリジンフォルム）,ディアルガ,item483-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4f612b6d0c7aa3dbaa324baa1990ca52.png
パルキア,パルキア,item484,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d490698abdd2f815ff96eea19e7e8dac.png
パルキア（オリジンフォルム）,パルキア,item484-1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/bf0faf1ee874b6958538b411438d88d3.png
